anime_id,name,genre,type,episodes,rating,members
1895,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,Hentai,OVA,1,6.36,2181
1896,Akiba Kei Kanojo,Hentai,OVA,3,6.83,9395
1897,Zettai Muteki Raijin-Oh,"Adventure, Mecha, School, Sci-Fi, Shounen",TV,51,7.06,592
1898,Hikari to Mizu no Daphne Specials,"Action, Comedy, Ecchi",Special,2,6.89,2187
1899,Masou Kishin Cybuster,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.3,1342
1900,Twin Signal: Family Game,"Action, Comedy, Mecha, Sci-Fi",OVA,3,6.55,1026
1901,11-nin Iru!,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space",Movie,1,7.33,4311
1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,"Comedy, Fantasy",OVA,1,6.89,5037
1903,Stratos 4: Logbook,"Action, Ecchi, Sci-Fi",Special,1,6.48,1090
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,"Demons, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",OVA,3,6.8,2051
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,"Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Special,8,6.52,1773
1906,Harukanaru Toki no Naka de: Maihitoyo,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Movie,1,7.4,4019
1907,Harukanaru Toki no Naka de: Hachiyou Shou OVA,"Comedy, Demons, Fantasy, Historical, Shoujo, Supernatural",OVA,2,6.72,1352
1908,Lesson XX,"Romance, Shounen Ai",OVA,1,6.04,4574
1909,Kusatta Kyoushi no Houteishiki,"Comedy, Romance, Shounen Ai",OVA,2,6.26,2649
1910,Master Keaton OVA,"Adventure, Mystery",OVA,15,7.91,3205
1911,Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!,"Comedy, Mecha, Shounen",Movie,2,7.57,8079
1912,Marginal Prince: Gekkeiju no Ouji-tachi,"Romance, School, Shounen Ai",TV,13,6.06,7962
1913,Shonan Junai Gumi!,"Action, Comedy, School",OVA,5,7.6,20261
1914,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,8.2,23160
1915,Mahou Shoujo Lyrical Nanoha StrikerS,"Action, Comedy, Drama, Magic, Super Power",TV,26,7.74,35442
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",OVA,3,7.12,7862
1917,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,"Mecha, Military, Sci-Fi, Space",OVA,3,7,8274
1918,Mahou Shoujo Pretty Sammy,"Comedy, Fantasy, Magic, Parody",OVA,3,6.51,4327
1919,Urusei Yatsura OVA,"Adventure, Comedy, Sci-Fi",OVA,11,7.61,2470
1920,Urusei Yatsura Movie 1: Only You,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.3,3818
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.89,5663
1922,Urusei Yatsura Movie 3: Remember My Love,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.17,2897
1923,Urusei Yatsura Movie 4: Lum The Forever,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,6.99,2745
1924,Urusei Yatsura Movie 5: Final,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.72,2783
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.08,2553
1926,Jishu Seisaku Movie Binchou-tan,"Music, Slice of Life",Music,1,6.2,1781
1927,Gakuen Tokusou Hikaruon,"Action, Martial Arts, School, Super Power",OVA,1,5.9,1068
1928,Early Reins,"Action, Adventure, Seinen",OVA,1,5.99,1902
1929,Futari wa Precure: Max Heart,"Action, Comedy, Fantasy, Magic, Shoujo",TV,47,7.03,7189
1930,Futari wa Precure: Max Heart Movie 1,"Comedy, Fantasy, Magic, Shoujo",Movie,1,6.98,3094
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"Comedy, Fantasy, Magic, Shoujo",Movie,1,7.29,2861
1932,Yes! Precure 5,"Action, Fantasy, Magic, School, Shoujo",TV,49,7.3,6390
1933,Growlanser IV: Wayfarer of the Time,Action,OVA,1,5.85,931
1935,Megazone 23,"Action, Mecha, Music, Mystery, Romance, Sci-Fi",OVA,4,6.99,6483
1936,Misute?naide Daisy,"Comedy, Romance, Sci-Fi",TV,12,5.83,720
1937,Nakoruru: Ano Hito kara no Okurimono,"Drama, Fantasy, Historical, Supernatural",OVA,1,5.67,1014
1938,Shin Kaitei Gunkan,"Action, Adventure, Fantasy, Historical, Military, Sci-Fi",OVA,2,6.29,877
1939,SD Gundam Gaiden,"Adventure, Comedy, Fantasy, Mecha",OVA,4,5.99,1467
1940,Outlanders,"Adventure, Comedy, Ecchi, Sci-Fi, Shounen",OVA,1,6.2,2655
1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6037
1942,Rocket Girls,"Adventure, Sci-Fi",TV,12,7.03,4794
1943,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1,8.15,163308
1944,Photon,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",OVA,6,7.21,7935
1946,Ashita no Nadja,"Adventure, Drama, Historical, Romance, Shoujo",TV,50,7.68,13742
1947,Kikou Sennyo Rouran,"Action, Fantasy, Mecha",TV,28,6.08,1049
1949,Mahou no Chocolate,"Drama, Romance",OVA,1,5.39,2277
1951,Manie-Manie: Meikyuu Monogatari,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,3,7.04,9568
1952,Vampire Hunter,"Action, Adventure, Drama, Fantasy",OVA,4,6.83,9826
1953,Code Geass: Hangyaku no Lelouch Picture Drama,"Comedy, School, Slice of Life",Special,9,7.1,33004
1954,Rayearth,"Action, Adventure, Fantasy",OVA,3,7.03,9637
1955,Kimagure Robot,"Comedy, Fantasy, Sci-Fi",TV,10,6.22,1521
1956,Ikkitousen: Dragon Destiny,"Action, Ecchi, Martial Arts, School, Super Power",TV,12,6.96,47117
1957,Ai Tenshi Densetsu Wedding Peach DX,"Adventure, Comedy, Magic, Romance, Shoujo",OVA,4,6.79,3360
1958,Wish,Music,Music,1,6.74,5321
1959,Wild 7,"Action, Drama, Police, Shounen",OVA,2,6.34,679
1960,Sore Ike! Anpanman,"Comedy, Fantasy, Kids",TV,Unknown,6.61,940
1961,Arashi no Yoru ni,"Adventure, Comedy, Drama, Fantasy",Movie,1,7.9,11458
1962,Chikyuu Bouei Kazoku,"Action, Comedy, Sci-Fi, Shounen",TV,13,6.76,726
1964,Sakura Taisen: Ecole de Paris,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,3,6.61,2201
1965,Sola,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.37,71172
1966,Ankoku Shinwa,"Demons, Fantasy, Horror, Mystery, Psychological, Supernatural",OVA,2,4.31,1255
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.35,6326
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.27,5772
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.37,5705
1972,Meitantei Holmes,"Adventure, Comedy, Mystery",TV,26,7.46,3985
1973,X Densha de Ikou,"Dementia, Mystery, Supernatural",OVA,1,5.91,1129
1974,Glass no Kamen (2005),"Drama, Shoujo",TV,51,8.23,17038
1975,Mutekiou Tri-Zenon,"Mecha, Sci-Fi",TV,22,6.21,483
1977,Hijikata Toshizou: Shiro no Kiseki,"Action, Drama, Historical, Samurai",OVA,1,6.35,1965
1978,Onkyo Seimeitai Noiseman,"Action, Fantasy, Sci-Fi",Movie,1,6.7,5295
1979,Tobira wo Akete (1995),"Dementia, Fantasy",OVA,1,6.19,2351
1980,Trava: Fist Planet,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,4,6.7,8535
1981,Twilight Q,"Mystery, Psychological, Sci-Fi",OVA,2,6.57,2962
1982,Osu,Slice of Life,Movie,1,5.55,2021
1983,Black Jack: Futari no Kuroi Isha,Drama,Movie,1,7.42,2634
1984,Memory,Mystery,Movie,1,6.29,1709
1985,UFO Robo Grendizer,"Mecha, Sci-Fi, Shounen",TV,74,7.66,4381
1986,Wakusei Robo Danguard Ace,"Mecha, Sci-Fi, Shounen",TV,56,6.68,488
1988,Himawari!!,"Comedy, Romance",TV,13,6.58,7275
1989,Shizuku,Comedy,Movie,1,5.91,1484
1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,"Comedy, Fantasy, Magic",Movie,1,6.19,833
1991,Juusou Kikou Dancougar Nova,Mecha,TV,12,6.06,3326
1992,Chou Kousoku Gran Doll,"Action, Comedy, Mecha, School",OVA,3,5.86,837
1993,Hanoka Recap,Sci-Fi,Special,1,4.43,471
1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,"Adventure, Comedy, Fantasy, Game, Sci-Fi",Special,1,6.33,8891
1995,Lingerie Senshi Papillon Rose,"Ecchi, Magic, Parody, Sci-Fi",OVA,1,4.97,4017
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,"Comedy, Fantasy, Supernatural",Special,1,6.8,7087
1998,Amazing Nuts!,"Adventure, Music, Police, Romance, Sci-Fi",Music,4,6.74,6650
1999,Sakura Taisen: Sumire,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,1,6.52,1655
2000,Roujin Z,"Comedy, Drama, Mecha, Sci-Fi",OVA,1,7.15,9358
2001,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,27,8.78,562962
2002,Heroic Age,"Action, Mecha, Military, Sci-Fi, Space",TV,26,7.66,62530
2003,Tokyo Vice,"Action, Mecha, Mystery, Sci-Fi",OVA,1,5.56,711
2004,Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",TV,25,8.16,6321
2006,Yu�uGi�uOh! (1999),"Adventure, Comedy, Fantasy, Game, Shounen",Movie,1,7.05,26934
2007,Dousou Kai Again,Hentai,OVA,2,5.8,1101
2008,Yawara! Sore Yuke Koshinuke Kids!!,"Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports",Movie,1,6.46,763
2009,Yawara! Special: Zutto Kimi no Koto ga... .,"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports",Special,1,7.46,855
2010,Taiho Shichau zo in America,"Action, Comedy, Police, Shounen",Special,1,6.71,2584
2011,Taiho Shichau zo Special,"Action, Comedy, Police, Shounen",TV,20,7.17,2856
2012,Jigoku Sensei Nube,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",TV,49,7.65,8908
2013,Taiho Shichau zo The Movie,"Action, Comedy, Drama, Police, Shounen",Movie,1,7.42,4029
2014,Taiho Shichau zo: Second Season,"Action, Comedy, Police, Shounen",TV,26,7.52,5387
2015,Wind: A Breath of Heart,"Comedy, School",OVA,1,6.25,1557
2016,Mermaid Forest OVA,"Drama, Fantasy, Horror, Mystery",OVA,1,7.01,3708
2017,Mermaid&#039;s Scar,"Drama, Fantasy, Horror, Mystery",OVA,1,7.08,3552
2018,Warau Hyouteki,"Horror, Mystery",OVA,1,6.44,1975
2019,DNA Sights 999.9,"Action, Adventure, Drama, Sci-Fi",OVA,1,6.3,1048
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.37,18307
2021,Youkou no Ken,"Adventure, Comedy, Hentai",OVA,2,6.4,1895
2022,Fight!!,"Action, Fantasy, Supernatural",OVA,1,5.31,581
2023,Bakuen Campus Guardress,"Action, Comedy, School, Shounen, Supernatural",OVA,4,6.34,1491
2024,Yoshimune,"Comedy, Historical",TV,24,6.43,393
2025,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",TV,25,8.25,440334
2026,Hayate no Gotoku!,"Action, Comedy, Harem, Parody, Romance",TV,52,7.75,130085
2027,Wind: A Breath of Heart Specials,"Comedy, Romance, School",Special,4,6.41,1335
2028,Zettai Muteki Raijin-Oh (1992),"Mecha, Sci-Fi, Shounen",OVA,4,6.68,224
2029,Sirius no Densetsu,"Drama, Fantasy, Romance",Movie,1,7.01,2007
2030,El Cazador de la Bruja,"Adventure, Drama, Mystery",TV,26,7.32,31874
2031,Shining Tears X Wind,"Action, Adventure, Fantasy, Magic",TV,13,6.64,23477
2032,Wellber no Monogatari: Sisters of Wellber,"Action, Adventure, Comedy, Drama, Fantasy, Historical",TV,13,6.78,5605
2033,Tamala 2010: A Punk Cat in Space,"Comedy, Dementia, Psychological, Sci-Fi",Movie,1,6.78,3343
2034,Lovely�vComplex,"Comedy, Romance, Shoujo",TV,24,8.23,235003
2035,Eikoku Koi Monogatari Emma: Molders-hen,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12,8.03,11903
2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,7.27,1763
2037,Hime-chan no Ribbon,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,61,7.54,3589
2038,Mahou no Star Magical Emi,"Comedy, Magic, Shoujo, Slice of Life",TV,38,6.76,1783
2039,Mahou no Yousei Persia,"Comedy, Magic",TV,48,6.77,990
2040,Mahou no Angel Sweet Mint,"Magic, Shoujo",TV,47,6.54,879
2041,Ai to Yuuki no Pig Girl Tonde Buurin,"Adventure, Comedy, Fantasy, Magic, Parody, Romance, School, Shoujo",TV,51,6.67,6183
2042,Five Star Stories,"Action, Drama, Fantasy, Mecha, Sci-Fi",Movie,1,6.78,5343
2043,Cat&#039;s Eye,"Action, Adventure, Comedy, Mystery, Romance",TV,73,7.21,7608
2044,Mahou no Tenshi Creamy Mami,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,52,7.18,5112
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1,6.58,498
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1,6.49,476
2047,Ningyo,Fantasy,Movie,1,6.59,2265
2048,Kikou Ryohei Mellowlink,"Action, Mecha, Military, Sci-Fi",OVA,12,7.25,3303
2049,Kouryuu Densetsu Villgust,"Action, Adventure, Comedy, Fantasy, Romance",OVA,2,6.27,1079
2050,Honoo no Tenkousei,"Action, Comedy, Martial Arts, Parody, School, Shounen, Sports",OVA,2,6.77,2688
2051,Akai Kiba: Blue Sonnet,"Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,5,6.19,1024
2052,Nozomi Witches,"Romance, Sports",OVA,3,6.48,556
2053,Capricorn,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,1,5.71,1207
2054,Carol,"Fantasy, Magic, Shoujo",OVA,1,5.39,537
2055,Coo: Tooi Umi kara Kita Coo,"Adventure, Drama, Mystery, Slice of Life",Movie,1,7.01,850
2056,Cosmo Police Justy,"Action, Sci-Fi, Shounen, Space, Super Power, Supernatural",OVA,1,5.8,970
2057,Ojousama Sousamou,"Action, Comedy, Mystery, Police",OVA,1,5.14,1427
2058,Delpower X Bakuhatsu Miracle Genki!,"Action, Comedy, Mecha, Parody, School, Sci-Fi",OVA,1,5.68,644
2059,Mainichi ga Nichiyoubi,"Comedy, Romance",OVA,6,6.35,735
2060,Gall Force 1: Eternal Story,"Action, Adventure, Mecha, Military, Sci-Fi, Space",Movie,1,6.7,2780
2061,Gall Force 2: Destruction,"Action, Military, Sci-Fi, Space",OVA,1,6.65,1372
2062,Gall Force 3: Stardust War,"Action, Military, Sci-Fi, Space",OVA,1,6.63,1281
2063,Rhea Gall Force,"Action, Mecha, Military, Sci-Fi",OVA,1,6.53,1085
2064,Gall Force: Chikyuu Shou,"Action, Mecha, Military, Sci-Fi",OVA,3,6.53,1098
2065,Gall Force: New Era,"Action, Mecha, Military, Sci-Fi, Space",OVA,2,6.04,950
2066,Gall Force: The Revolution,"Action, Adventure, Mecha, Military, Sci-Fi, Space",OVA,4,6.24,686
2067,Gekiganger 3: The Movie,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",OVA,1,6.71,2562
2068,Sousei Kishi Gaiarth,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.31,1104
2069,Onna Senshi Efe &amp; Jira: Gude no Monshou,"Adventure, Fantasy",Movie,1,5.75,545
2070,Guy: Youma Kakusei,"Action, Hentai, Sci-Fi, Space",OVA,2,5.84,888
2071,Hana yori Dango (Movie),"Drama, Romance, Shoujo",Movie,1,6.54,4576
2072,Idol Project,"Adventure, Comedy, Music",OVA,4,5.99,958
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,"Horror, Shoujo",OVA,6,6.58,328
2074,Kero Kero Chime,"Adventure, Comedy, Fantasy",TV,30,6.71,567
2075,Kiko-chan Smile,"Adventure, Comedy, Josei, Slice of Life",TV,51,6.4,297
2076,Kindaichi Shounen no Jikenbo (TV),"Mystery, Shounen",TV,148,7.96,8655
2077,Kindaichi Shounen no Jikenbo,"Mystery, School, Shounen",Movie,1,7.18,1641
2078,Landlock,"Adventure, Fantasy, Sci-Fi",OVA,2,5.81,965
2079,Majuu Senshi Luna Varga,"Adventure, Comedy, Ecchi, Fantasy, Magic",OVA,4,6.09,640
2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,"Action, Comedy, Magic, Parody, Sci-Fi",OVA,1,5.92,441
2081,Makeruna! Makendou,"Comedy, Magic, Shounen",OVA,1,5.78,555
2082,Marriage: Kekkon,"Romance, Slice of Life",OVA,2,5.58,670
2083,Natsuki Crisis,"Action, Martial Arts, School",OVA,2,6.28,1186
2084,NG Knight Ramune &amp; 40,"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,38,7.12,1056
2085,NG Knight Ramune &amp; 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,3,6.48,440
2086,NG Knight Ramune &amp; 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"Adventure, Comedy, Fantasy, Shounen",OVA,3,6.7,421
2087,VS Knight Lamune &amp; 40 Fire,"Comedy, Fantasy, Mecha, Shounen",TV,26,6.99,1150
2088,Nora,"Adventure, Sci-Fi, Space",OVA,1,5.49,486
2089,Choujikuu Seiki Orguss,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",TV,35,6.8,2271
2090,Choujikuu Seiki Orguss 02,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",OVA,6,6.98,1556
2091,Oshare Kozou wa Hanamaru,"Romance, Shoujo",OVA,1,5.96,327
2092,Kiss wa Hitomi ni Shite,"Comedy, Romance, Shoujo",OVA,1,6.26,356
2093,Pops,"Romance, Shoujo, Slice of Life",OVA,1,5.9,171
2094,Relic Armor Legaciam,"Action, Mecha, Sci-Fi",OVA,1,5.8,686
2095,Salamander,"Adventure, Sci-Fi",OVA,3,6.15,597
2096,Sequence,"Romance, Sci-Fi, Shoujo",OVA,1,5.64,152
2097,Tokumu Sentai Shinesman,"Action, Comedy, Sci-Fi",OVA,2,7.07,1588
2098,"Shin Kimagure Orange�uRoad: Soshite, Ano Natsu no Hajimari","Comedy, Drama, Ecchi, Fantasy, Magic, Romance, Shounen, Slice of Life",Movie,1,7.63,4199
2099,Silent Mobius: The Motion Picture,"Adventure, Sci-Fi, Supernatural",Movie,1,6.51,2194
2100,Silent Mobius 2,"Adventure, Demons, Fantasy, Sci-Fi, Seinen",Movie,1,6.44,1624
2101,Singles,"Romance, Shoujo",OVA,1,5.32,161
2102,Tattoon Master,"Adventure, Comedy, Slice of Life, Supernatural",OVA,2,6.3,1370
2103,TO-Y,"Drama, Music, Shounen",OVA,1,6.37,1275
2104,Seto no Hanayome,"Comedy, Parody, Romance, School",TV,26,7.95,165008
2105,Touka Gettan,"Drama, Romance, Supernatural",TV,26,6.71,13921
2106,Kiss Dum: Engage Planet,"Mecha, Military, Sci-Fi",TV,26,6.79,6658
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"Action, Adventure, Fantasy, Shounen",Movie,1,7.44,31909
2108,Rockman.EXE Axess,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,51,7.29,9025
2109,Rockman.EXE Stream,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,51,7.25,4161
2110,Rockman.EXE Beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,25,7.26,4006
2111,Rockman.EXE Movie: Hikari to Yami no Program,"Action, Adventure, Game, Kids",Movie,1,7.4,2562
2112,Over Drive,"Shounen, Sports",TV,26,7.78,28007
2113,Tenkuu Senki Shurato,"Action, Fantasy, Magic, Shounen",TV,38,7.43,4914
2114,Tenkuu Senki Shurato: Sousei e no Anto,"Action, Fantasy, Magic, Shounen",OVA,6,6.81,916
2116,Captain Tsubasa,"Action, Shounen, Sports",TV,128,7.35,36623
2117,Shin Captain Tsubasa,"Action, Shounen, Sports",OVA,13,7.21,4630
2118,Captain Tsubasa: Europe Daikessen,"Action, Shounen, Sports",Movie,1,7.02,2819
2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,"Action, Shounen, Sports",Movie,1,6.88,2354
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,"Action, Shounen, Sports",Movie,1,6.89,2411
2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,"Action, Shounen, Sports",Movie,1,7,2334
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,"Action, Shounen, Sports",OVA,1,7.01,2313
2123,Digimon X-Evolution,"Action, Adventure, Fantasy, Sci-Fi",Movie,1,7.29,12449
2124,Code Geass: Hangyaku no Lelouch Recaps,"Action, Mecha, Military, School, Super Power",Special,2,7.12,23194
2125,Yuu�uYuu�uHakusho: Eizou Hakusho,"Action, Adventure, Shounen, Supernatural",OVA,2,7.48,6352
2126,Yuu�uYuu�uHakusho: Eizou Hakusho II,"Action, Adventure, Comedy, Shounen, Supernatural",OVA,4,7.5,6166
2127,Chouja Raideen,"Adventure, Mecha, Sci-Fi, Shounen",TV,38,6.45,1147
2128,Yuusha Raideen,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,50,6.87,989
2129,True Tears,"Drama, Romance, School",TV,13,7.55,118644
2130,Kaibutsu Oujo,"Action, Comedy, Horror, Shounen, Supernatural, Vampire",TV,25,7.16,44825
2131,Bokusatsu Tenshi Dokuro-chan 2,"Comedy, Ecchi, Magic",OVA,2,6.92,70734
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,"Comedy, Ecchi, Magic, Romance, Supernatural",Movie,1,7.17,13115
2133,Mari Iyagi,"Drama, Fantasy, Slice of Life",Movie,1,6.45,1967
2134,Famiresu Senshi Purin,Hentai,OVA,3,6.59,2528
2135,"Sora no Iro, Mizu no Iro",Hentai,OVA,2,7.22,9633
2136,Front Innocent: Mou Hitotsu no Lady Innocent,Hentai,OVA,1,6.99,7713
2137,Haitokuzuma,Hentai,OVA,2,6.17,2446
2138,Kage (OVA),"Action, Hentai, Historical, Martial Arts",OVA,4,6.47,3176
2139,Kakyuusei 2: Anthology,"Drama, Harem, Hentai, Romance",OVA,2,6.24,1397
2140,Aniyome,Hentai,OVA,2,6.58,2865
2141,Oseam,"Adventure, Drama",Movie,1,7.43,3648
2142,Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural",TV,51,6.55,22718
2143,Saiyuuki Reload: Burial,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,3,8.07,6554
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure",Movie,1,6.95,91526
2145,Black Gate: Kanin no Gakuen,"Fantasy, Hentai, Supernatural",OVA,2,6,2982
2146,Canary,"Fantasy, Music, Romance, School",OVA,1,4.88,1212
2147,Call Me Tonight,"Comedy, Horror, Romance, Sci-Fi",OVA,1,5.48,3777
2148,Okane ga Nai,"Drama, Romance, Yaoi",OVA,4,6.58,27367
2150,Tanoshii Muumin Ikka,"Adventure, Comedy, Fantasy, Kids, Slice of Life",TV,78,7.95,7761
2151,Nils no Fushigi na Tabi,"Adventure, Fantasy, Kids",TV,52,7.14,2702
2152,Oh! Edo Rocket,"Comedy, Drama, Fantasy, Historical, Sci-Fi",TV,26,7.38,8221
2153,Saint Beast: Kouin Jojishi Tenshi Tan,Fantasy,TV,13,6.48,4707
2154,Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,1,8.11,46018
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,"Harem, Romance, School",TV,13,6.36,12622
2156,Bakugan Battle Brawlers,"Action, Fantasy, Game",TV,52,6.38,25846
2157,Koutetsushin Jeeg,"Mecha, Sci-Fi",TV,13,7.11,3627
2158,Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space",TV,24,8.07,36941
2159,Ookiku Furikabutte,"Comedy, Sports",TV,25,8.11,49599
2161,Skull Man,"Action, Mystery, Super Power",TV,13,6.79,16361
2162,Koutetsu Sangokushi,"Adventure, Historical, Shounen",TV,25,6.41,6544
2163,AIKa R-16: Virgin Mission,"Action, Comedy, Ecchi",OVA,3,6.12,13346
2164,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,8.19,76860
2165,Gegege no Kitarou (2007),"Comedy, Fantasy, Horror",TV,100,7.07,1656
2166,Doujin Work,"Comedy, Slice of Life",TV,12,6.9,20504
2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23,8.3,566690
2168,Sakura Taisen: New York,"Adventure, Comedy, Supernatural",OVA,6,6.51,1769
2169,Ice,"Action, Military, Sci-Fi, Shoujo Ai, Yuri",OVA,3,5.68,5247
2170,Sousei no Aquarion OVA,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,7.16,7691
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.6,18847
2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,"Comedy, Ecchi, Kids, School",Movie,1,7.05,1051
2173,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,"Adventure, Fantasy",Movie,1,5.94,181
2174,Hokuto no Ken: Raoh Gaiden Gekitou-hen,"Action, Adventure, Martial Arts, Romance",Movie,1,7.63,4614
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1,7.87,23453
2176,Kiddy Grade: Ignition,"Action, Mecha, Sci-Fi, Super Power",Movie,1,7.21,3466
2178,Highlander: The Search for Vengeance,"Action, Horror, Sci-Fi",Movie,1,6.9,9997
2179,Tokimeki Memorial: Forever With You,"Drama, Romance, School",OVA,2,6.24,1734
2180,Slow Step,"Comedy, Romance, School, Slice of Life, Sports",OVA,5,6.84,1219
2181,TANK S.W.A.T. 01,Mecha,OVA,1,5.26,1332
2182,Robot Carnival,"Fantasy, Sci-Fi",OVA,1,7.43,7213
2183,Ayane-chan High Kick!,"Comedy, Shounen, Sports",OVA,2,6.06,2439
